year,man_literate,man_non_literate,woman_literate,woman_non_literate,literate,non_literate,city,town_code,town
2018,96.37,3.63,79.8,20.2,88.31,11.69,Erzurum,1444,Karayazı
2018,98.15,1.85,87.01,12.99,92.69,7.31,Erzurum,1967,Köprüköy
2018,97.22,2.78,86.42,13.58,91.86,8.14,Erzurum,1540,Narman
2018,97.37,2.63,88.42,11.58,92.98,7.02,Erzurum,1550,Oltu
2018,96.11,3.89,84.58,15.42,90.31,9.69,Erzurum,1551,Olur
2018,99.41,0.59,94.67,5.33,97.0,3.0,Erzurum,2044,Palandöken
2018,98.71,1.29,91.64,8.36,95.22,4.78,Erzurum,1567,Pasinler
2018,97.57,2.43,86.43,13.57,91.99,8.01,Erzurum,1865,Pazaryolu
2018,95.8,4.2,84.03,15.97,89.99,10.01,Erzurum,1657,Şenkaya
2018,95.5,4.5,80.06,19.94,87.9,12.1,Erzurum,1674,Tekman
2018,97.65,2.35,85.01,14.99,91.33,8.67,Erzurum,1683,Tortum
2018,97.68,2.32,86.89,13.11,92.34,7.66,Erzurum,1851,Uzundere
2018,99.46,0.54,95.7,4.3,97.52,2.48,Erzurum,2045,Yakutiye
2018,98.41,1.59,90.55,9.45,94.58,5.42,Eskişehir,1759,Alpu
2018,99.1,0.9,94.0,6.0,96.6,3.4,Eskişehir,1777,Beylikova
2018,98.84,1.16,93.46,6.54,96.13,3.87,Eskişehir,1255,Çifteler
2018,98.83,1.17,91.41,8.59,95.04,4.96,Eskişehir,1934,Günyüzü
2018,97.99,2.01,85.2,14.8,91.94,8.06,Eskişehir,1939,Han
2018,99.17,0.83,94.91,5.09,97.08,2.92,Eskişehir,1808,İnönü
2018,98.92,1.08,92.59,7.41,95.81,4.19,Eskişehir,1508,Mahmudiye
2018,99.04,0.96,95.57,4.43,97.27,2.73,Eskişehir,1973,Mihalgazi
2018,98.55,1.45,94.43,5.57,96.51,3.49,Eskişehir,1527,Mihalıççık
2018,99.64,0.36,97.55,2.45,98.57,1.43,Eskişehir,2046,Odunpazarı
2018,98.42,1.58,91.51,8.49,94.92,5.08,Eskişehir,1599,Sarıcakaya
2018,98.7,1.3,92.9,7.1,95.88,4.12,Eskişehir,1618,Seyitgazi
2018,99.15,0.85,93.89,6.11,96.56,3.44,Eskişehir,1632,Sivrihisar
2018,99.64,0.36,97.35,2.65,98.5,1.5,Eskişehir,2047,Tepebaşı
2018,98.39,1.61,89.06,10.94,93.76,6.24,Gaziantep,1139,Araban
2018,98.65,1.35,90.15,9.85,94.48,5.52,Gaziantep,1415,İslahiye
2018,98.89,1.11,87.25,12.75,93.37,6.63,Gaziantep,1956,Karkamış
2018,98.51,1.49,89.65,10.35,94.04,5.96,Gaziantep,1546,Nizip
2018,98.55,1.45,90.75,9.25,94.66,5.34,Gaziantep,1974,Nurdağı
2018,99.05,0.95,89.73,10.27,94.5,5.5,Gaziantep,1549,Oğuzeli
2018,99.39,0.61,94.58,5.42,97.0,3.0,Gaziantep,1841,Şahinbey
2018,99.36,0.64,94.84,5.16,97.11,2.89,Gaziantep,1844,Şehitkamil
2018,98.07,1.93,86.85,13.15,92.51,7.49,Gaziantep,1720,Yavuzeli
2018,96.62,3.38,84.2,15.8,90.56,9.44,Giresun,1133,Alucra
2018,98.91,1.09,94.2,5.8,96.53,3.47,Giresun,1212,Bulancak
2018,96.26,3.74,77.03,22.97,87.3,12.7,Giresun,1893,Çamoluk
2018,96.99,3.01,87.37,12.63,92.18,7.82,Giresun,1894,Çanakçı
2018,96.51,3.49,81.57,18.43,89.17,10.83,Giresun,1272,Dereli
2018,98.84,1.16,93.65,6.35,96.3,3.7,Giresun,1912,Doğankent
2018,98.66,1.34,93.48,6.52,96.12,3.88,Giresun,1320,Espiye
2018,98.38,1.62,90.1,9.9,93.94,6.06,Giresun,1324,Eynesil
2018,98.76,1.24,92.02,7.98,95.38,4.62,Giresun,1361,Görele
2018,97.4,2.6,92.15,7.85,94.81,5.19,Giresun,1930,Güce
2018,98.59,1.41,90.15,9.85,94.3,5.7,Giresun,1465,Keşap
2018,99.19,0.81,94.45,5.55,96.75,3.25,Giresun,1352,Merkez
2018,99.02,0.98,94.7,5.3,96.87,3.13,Giresun,1837,Piraziz
2018,97.81,2.19,90.0,10.0,93.93,6.07,Giresun,1654,Şebinkarahisar
2018,98.67,1.33,91.99,8.01,95.29,4.71,Giresun,1678,Tirebolu
2018,97.76,2.24,88.58,11.42,93.18,6.82,Giresun,1854,Yağlıdere
2018,99.01,0.99,92.67,7.33,95.9,4.1,Gümüşhane,1458,Kelkit
2018,99.38,0.62,95.11,4.89,97.29,2.71,Gümüşhane,1822,Köse
2018,98.37,1.63,86.85,13.15,92.91,7.09,Gümüşhane,1971,Kürtün
2018,99.44,0.56,96.51,3.49,97.98,2.02,Gümüşhane,1369,Merkez
2018,97.67,2.33,87.54,12.46,92.62,7.38,Gümüşhane,1660,Şiran
2018,99.02,0.98,93.4,6.6,96.22,3.78,Gümüşhane,1684,Torul
2018,99.14,0.86,92.2,7.8,97.09,2.91,Hakkari,1261,Çukurca
2018,94.48,5.52,80.82,19.18,88.45,11.55,Hakkari,2107,Derecik
2018,98.79,1.21,92.13,7.87,95.77,4.23,Hakkari,1377,Merkez
2018,97.62,2.38,86.35,13.65,92.81,7.19,Hakkari,1656,Şemdinli
2018,98.06,1.94,90.09,9.91,94.31,5.69,Hakkari,1737,Yüksekova
2018,98.38,1.62,95.68,4.32,97.06,2.94,Hatay,1131,Altınözü
2018,99.31,0.69,97.02,2.98,98.16,1.84,Hatay,2080,Antakya
2018,99.11,0.89,96.56,3.44,97.85,2.15,Hatay,2081,Arsuz
2018,99.5,0.5,98.16,1.84,98.84,1.16,Hatay,1887,Belen
2018,99.19,0.81,96.56,3.44,97.84,2.16,Hatay,2082,Defne
2018,99.42,0.58,96.67,3.33,98.05,1.95,Hatay,1289,Dörtyol
2018,99.23,0.77,96.7,3.3,97.96,2.04,Hatay,1792,Erzin
2018,98.89,1.11,96.01,3.99,97.49,2.51,Hatay,1382,Hassa
2018,99.4,0.6,97.25,2.75,98.34,1.66,Hatay,1413,İskenderun
2018,98.84,1.16,96.3,3.7,97.57,2.43,Hatay,1468,Kırıkhan
2018,98.69,1.31,96.16,3.84,97.5,2.5,Hatay,1970,Kumlu
2018,99.59,0.41,97.7,2.3,98.65,1.35,Hatay,2083,Payas
2018,98.92,1.08,95.85,4.15,97.38,2.62,Hatay,1585,Reyhanlı
2018,98.73,1.27,95.81,4.19,97.22,2.78,Hatay,1591,Samandağ
2018,98.9,1.1,95.65,4.35,97.49,2.51,Hatay,1721,Yayladağı
2018,98.46,1.54,87.47,12.53,93.34,6.66,Iğdır,1142,Aralık
2018,97.24,2.76,85.2,14.8,91.53,8.47,Iğdır,2011,Karakoyunlu
2018,98.08,1.92,89.08,10.92,93.72,6.28,Iğdır,1398,Merkez
2018,97.17,2.83,85.0,15.0,91.42,8.58,Iğdır,1692,Tuzluca
2018,98.81,1.19,93.83,6.17,96.35,3.65,Isparta,1755,Aksu
2018,99.6,0.4,97.51,2.49,98.55,1.45,Isparta,1154,Atabey
2018,99.26,0.74,96.48,3.52,97.89,2.11,Isparta,1297,Eğirdir
2018,99.04,0.96,96.46,3.54,97.72,2.28,Isparta,1341,Gelendost
2018,99.32,0.68,94.4,5.6,96.86,3.14,Isparta,1929,Gönen
2018,99.28,0.72,95.2,4.8,97.27,2.73,Isparta,1456,Keçiborlu
2018,99.58,0.42,97.23,2.77,98.4,1.6,Isparta,1401,Merkez
2018,99.1,0.9,93.49,6.51,96.25,3.75,Isparta,1651,Şarkikaraağaç
2018,99.02,0.98,92.87,7.13,95.88,4.12,Isparta,1615,Senirkent
2018,97.81,2.19,85.87,14.13,91.92,8.08,Isparta,1648,Sütçüler
2018,99.6,0.4,96.84,3.16,98.21,1.79,Isparta,1699,Uluborlu
2018,98.74,1.26,92.43,7.57,95.51,4.49,Isparta,1717,Yalvaç
2018,99.46,0.54,96.84,3.16,98.17,1.83,Isparta,2001,Yenişarbademli
2018,99.4,0.6,97.15,2.85,98.37,1.63,İstanbul,1103,Adalar
2018,99.14,0.86,94.92,5.08,97.1,2.9,İstanbul,2048,Arnavutköy
2018,99.42,0.58,96.62,3.38,97.99,2.01,İstanbul,2049,Ataşehir
2018,99.55,0.45,96.92,3.08,98.23,1.77,İstanbul,2003,Avcılar
2018,99.4,0.6,95.78,4.22,97.61,2.39,İstanbul,2004,Bağcılar
2018,99.48,0.52,96.46,3.54,97.97,2.03,İstanbul,2005,Bahçelievler
2018,99.7,0.3,98.72,1.28,99.18,0.82,İstanbul,1166,Bakırköy
2018,99.54,0.46,97.26,2.74,98.41,1.59,İstanbul,2050,Başakşehir
2018,99.55,0.45,97.16,2.84,98.35,1.65,İstanbul,1886,Bayrampaşa
2018,99.81,0.19,98.89,1.11,99.31,0.69,İstanbul,1183,Beşiktaş
2018,99.39,0.61,96.08,3.92,97.72,2.28,İstanbul,1185,Beykoz
2018,99.72,0.28,98.33,1.67,99.0,1.0,İstanbul,2051,Beylikdüzü
2018,99.15,0.85,95.04,4.96,97.15,2.85,İstanbul,1186,Beyoğlu
2018,99.58,0.42,97.59,2.41,98.57,1.43,İstanbul,1782,Büyükçekmece
2018,99.48,0.52,97.45,2.55,98.5,1.5,İstanbul,1237,Çatalca
2018,99.56,0.44,96.97,3.03,98.27,1.73,İstanbul,2052,Çekmeköy
2018,99.37,0.63,95.5,4.5,97.48,2.52,İstanbul,2016,Esenler
2018,99.47,0.53,96.06,3.94,97.8,2.2,İstanbul,2053,Esenyurt
2018,99.48,0.52,96.8,3.2,98.14,1.86,İstanbul,1325,Eyüpsultan
2018,99.16,0.84,95.96,4.04,97.54,2.46,İstanbul,1327,Fatih
2018,99.35,0.65,95.98,4.02,97.67,2.33,İstanbul,1336,Gaziosmanpaşa
2018,99.53,0.47,96.49,3.51,98.02,1.98,İstanbul,2010,Güngören
2018,99.77,0.23,98.83,1.17,99.25,0.75,İstanbul,1421,Kadıköy
2018,99.48,0.52,96.59,3.41,98.05,1.95,İstanbul,1810,Kağıthane
2018,99.53,0.47,96.56,3.44,98.03,1.97,İstanbul,1449,Kartal
2018,99.42,0.58,96.5,3.5,97.96,2.04,İstanbul,1823,Küçükçekmece
2018,99.57,0.43,97.22,2.78,98.39,1.61,İstanbul,2012,Maltepe
2018,99.52,0.48,96.59,3.41,98.07,1.93,İstanbul,1835,Pendik
2018,99.45,0.55,95.71,4.29,97.6,2.4,İstanbul,2054,Sancaktepe
2018,99.59,0.41,97.15,2.85,98.36,1.64,İstanbul,1604,Sarıyer
2018,99.18,0.82,96.32,3.68,97.79,2.21,İstanbul,1659,Şile
2018,99.52,0.48,97.32,2.68,98.58,1.42,İstanbul,1622,Silivri
2018,99.44,0.56,97.04,2.96,98.2,1.8,İstanbul,1663,Şişli
2018,99.3,0.7,94.67,5.33,97.04,2.96,İstanbul,2014,Sultanbeyli
2018,99.28,0.72,95.26,4.74,97.3,2.7,İstanbul,2055,Sultangazi
2018,99.63,0.37,97.37,2.63,98.53,1.47,İstanbul,2015,Tuzla
2018,99.54,0.46,96.68,3.32,98.11,1.89,İstanbul,1852,Ümraniye
2018,99.61,0.39,97.21,2.79,98.38,1.62,İstanbul,1708,Üsküdar
2018,99.35,0.65,96.21,3.79,97.76,2.24,İstanbul,1739,Zeytinburnu
2018,99.78,0.22,98.56,1.44,99.23,0.77,İzmir,1128,Aliağa
2018,99.79,0.21,98.65,1.35,99.21,0.79,İzmir,2006,Balçova
2018,98.75,1.25,95.49,4.51,97.1,2.9,İzmir,1178,Bayındır
2018,99.6,0.4,97.31,2.69,98.45,1.55,İzmir,2056,Bayraklı
2018,99.19,0.81,97.06,2.94,98.13,1.87,İzmir,1181,Bergama
2018,99.46,0.54,98.0,2.0,98.73,1.27,İzmir,1776,Beydağ
2018,99.62,0.38,97.59,2.41,98.59,1.41,İzmir,1203,Bornova
2018,99.67,0.33,97.93,2.07,98.8,1.2,İzmir,1780,Buca
2018,99.79,0.21,99.26,0.74,99.53,0.47,İzmir,1251,Çeşme
2018,99.63,0.37,97.76,2.24,98.69,1.31,İzmir,2007,Çiğli
2018,99.49,0.51,98.06,1.94,98.77,1.23,İzmir,1280,Dikili
2018,99.69,0.31,98.45,1.55,99.2,0.8,İzmir,1334,Foça
2018,99.75,0.25,98.44,1.56,99.11,0.89,İzmir,2009,Gaziemir
2018,99.73,0.27,98.95,1.05,99.33,0.67,İzmir,2018,Güzelbahçe
2018,99.57,0.43,97.68,2.32,98.61,1.39,İzmir,2057,Karabağlar
2018,99.8,0.2,98.68,1.32,99.26,0.74,İzmir,1432,Karaburun
2018,99.78,0.22,98.99,1.01,99.36,0.64,İzmir,1448,Karşıyaka
2018,99.33,0.67,96.86,3.14,98.12,1.88,İzmir,1461,Kemalpaşa
2018,98.93,1.07,97.01,2.99,97.97,2.03,İzmir,1467,Kınık
2018,98.67,1.33,94.44,5.56,96.57,3.43,İzmir,1477,Kiraz
2018,99.19,0.81,96.62,3.38,97.88,2.12,İzmir,1819,Konak
2018,99.56,0.44,97.66,2.34,98.62,1.38,İzmir,1826,Menderes
2018,99.52,0.48,97.53,2.47,98.55,1.45,İzmir,1521,Menemen
2018,99.64,0.36,98.64,1.36,99.15,0.85,İzmir,2013,Narlıdere
2018,99.34,0.66,96.98,3.02,98.16,1.84,İzmir,1563,Ödemiş
2018,99.54,0.46,98.31,1.69,98.94,1.06,İzmir,1611,Seferihisar
2018,99.32,0.68,95.89,4.11,97.6,2.4,İzmir,1612,Selçuk
2018,99.44,0.56,98.03,1.97,98.72,1.28,İzmir,1677,Tire
2018,99.32,0.68,96.15,3.85,97.74,2.26,İzmir,1682,Torbalı
2018,99.74,0.26,98.81,1.19,99.28,0.72,İzmir,1703,Urla
2018,98.51,1.49,89.71,10.29,94.18,5.82,Kahramanmaraş,1107,Afşin
2018,98.26,1.74,92.92,7.08,95.65,4.35,Kahramanmaraş,1136,Andırın
2018,96.91,3.09,87.02,12.98,92.08,7.92,Kahramanmaraş,1785,Çağlayancerit
2018,98.21,1.79,90.96,9.04,94.67,5.33,Kahramanmaraş,2084,Dulkadiroğlu
2018,97.65,2.35,92.87,7.13,95.4,4.6,Kahramanmaraş,1919,Ekinözü
2018,98.72,1.28,93.2,6.8,96.02,3.98,Kahramanmaraş,1299,Elbistan
2018,98.06,1.94,90.87,9.13,94.51,5.49,Kahramanmaraş,1353,Göksun
2018,96.71,3.29,88.09,11.91,92.53,7.47,Kahramanmaraş,1975,Nurhak
2018,98.8,1.2,93.81,6.19,96.3,3.7,Kahramanmaraş,2085,Onikişubat
2018,96.32,3.68,84.93,15.07,90.64,9.36,Kahramanmaraş,1570,Pazarcık
2018,98.47,1.53,91.06,8.94,94.87,5.13,Kahramanmaraş,1694,Türkoğlu
2018,96.31,3.69,78.25,21.75,87.13,12.87,Karabük,1296,Eflani
2018,98.01,1.99,85.73,14.27,92.08,7.92,Karabük,1321,Eskipazar
2018,99.27,0.73,95.15,4.85,97.16,2.84,Karabük,1433,Merkez
2018,96.21,3.79,80.62,19.38,88.76,11.24,Karabük,1561,Ovacık
2018,99.22,0.78,94.83,5.17,97.08,2.92,Karabük,1587,Safranbolu
2018,96.8,3.2,82.37,17.63,89.58,10.42,Karabük,1856,Yenice
2018,98.92,1.08,96.53,3.47,97.72,2.28,Karaman,1768,Ayrancı
2018,97.93,2.07,95.75,4.25,96.86,3.14,Karaman,1884,Başyayla
2018,98.82,1.18,94.57,5.43,96.73,3.27,Karaman,1316,Ermenek
2018,99.09,0.91,94.75,5.25,96.77,3.23,Karaman,1862,Kazımkarabekir
2018,99.43,0.57,96.59,3.41,98.0,2.0,Karaman,1439,Merkez
2018,99.67,0.33,97.92,2.08,98.83,1.17,Karaman,1983,Sarıveliler
2018,98.36,1.64,88.43,11.57,93.85,6.15,Kars,1756,Akyaka
2018,97.6,2.4,86.56,13.44,92.34,7.66,Kars,1149,Arpaçay
2018,97.15,2.85,85.07,14.93,91.39,8.61,Kars,1279,Digor
2018,97.66,2.34,88.2,11.8,93.02,6.98,Kars,1424,Kağızman
2018,98.87,1.13,92.58,7.42,95.79,4.21,Kars,1447,Merkez
2018,98.33,1.67,85.98,14.02,92.68,7.32,Kars,1601,Sarıkamış
2018,98.75,1.25,90.29,9.71,94.66,5.34,Kars,1614,Selim
2018,97.01,2.99,87.24,12.76,92.26,7.74,Kars,1645,Susuz
2018,99.13,0.87,96.92,3.08,98.06,1.94,Kastamonu,1101,Abana
2018,98.74,1.26,90.89,9.11,94.8,5.2,Kastamonu,1867,Ağlı
2018,97.67,2.33,90.16,9.84,93.86,6.14,Kastamonu,1140,Araç
2018,96.19,3.81,78.8,21.2,87.64,12.36,Kastamonu,1162,Azdavay
2018,97.99,2.01,92.06,7.94,95.04,4.96,Kastamonu,1208,Bozkurt
2018,98.38,1.62,92.33,7.67,95.37,4.63,Kastamonu,1238,Çatalzeytin
2018,96.75,3.25,85.42,14.58,91.17,8.83,Kastamonu,1221,Cide
2018,98.46,1.54,89.72,10.28,93.96,6.04,Kastamonu,1264,Daday
2018,98.99,1.01,94.45,5.55,96.72,3.28,Kastamonu,1277,Devrekani
2018,94.62,5.38,82.5,17.5,88.53,11.47,Kastamonu,1915,Doğanyurt
2018,98.22,1.78,88.94,11.06,93.62,6.38,Kastamonu,1940,Hanönü
2018,97.82,2.18,87.87,12.13,92.71,7.29,Kastamonu,1805,İhsangazi
2018,97.37,2.63,88.46,11.54,92.96,7.04,Kastamonu,1410,İnebolu
2018,98.33,1.67,93.31,6.69,95.88,4.12,Kastamonu,1499,Küre
2018,99.08,0.92,93.82,6.18,96.43,3.57,Kastamonu,1450,Merkez
2018,93.32,6.68,75.79,24.21,84.9,15.1,Kastamonu,1836,Pınarbaşı
2018,96.65,3.35,85.96,14.04,91.48,8.52,Kastamonu,1845,Şenpazar
2018,99.12,0.88,94.04,5.96,96.58,3.42,Kastamonu,1984,Seydiler
2018,97.93,2.07,88.35,11.65,93.04,6.96,Kastamonu,1666,Taşköprü
2018,98.39,1.61,93.88,6.12,96.06,3.94,Kastamonu,1685,Tosya
2018,98.94,1.06,87.59,12.41,93.31,6.69,Kayseri,1752,Akkışla
2018,99.12,0.88,90.82,9.18,95.48,4.52,Kayseri,1218,Bünyan
2018,98.63,1.37,90.75,9.25,94.71,5.29,Kayseri,1275,Develi
2018,98.67,1.33,87.48,12.52,93.31,6.69,Kayseri,1330,Felahiye
2018,99.4,0.6,96.12,3.88,97.77,2.23,Kayseri,1936,Hacılar
2018,99.01,0.99,90.98,9.02,95.05,4.95,Kayseri,1409,İncesu
2018,99.49,0.51,96.0,4.0,97.73,2.27,Kayseri,1863,Kocasinan
2018,99.64,0.36,97.2,2.8,98.42,1.58,Kayseri,1864,Melikgazi
2018,99.13,0.87,90.38,9.62,94.92,5.08,Kayseri,1978,Özvatan
2018,98.94,1.06,91.64,8.36,95.45,4.55,Kayseri,1576,Pınarbaşı
2018,98.65,1.35,89.6,10.4,94.16,5.84,Kayseri,1603,Sarıoğlan
2018,97.34,2.66,86.3,13.7,91.95,8.05,Kayseri,1605,Sarız
2018,99.76,0.24,97.57,2.43,98.66,1.34,Kayseri,1846,Talas
2018,98.73,1.27,89.12,10.88,94.03,5.97,Kayseri,1680,Tomarza
2018,98.94,1.06,89.83,10.17,94.42,5.58,Kayseri,1715,Yahyalı
2018,99.27,0.73,93.79,6.21,96.54,3.46,Kayseri,1727,Yeşilhisar
2018,99.0,1.0,96.41,3.59,97.82,2.18,Kilis,2023,Elbeyli
2018,98.69,1.31,94.51,5.49,96.63,3.37,Kilis,1476,Merkez
2018,97.66,2.34,89.59,10.41,93.72,6.28,Kilis,2024,Musabeyli
2018,98.44,1.56,94.03,5.97,96.27,3.73,Kilis,2025,Polateli
2018,98.56,1.44,93.5,6.5,96.04,3.96,Kırıkkale,1880,Bahşili
2018,98.85,1.15,90.87,9.13,95.01,4.99,Kırıkkale,1882,Balışeyh
2018,98.34,1.66,87.74,12.26,93.13,6.87,Kırıkkale,1901,Çelebi
2018,97.59,2.41,85.2,14.8,91.51,8.49,Kırıkkale,1268,Delice
2018,98.5,1.5,86.83,13.17,92.87,7.13,Kırıkkale,1954,Karakeçili
2018,98.37,1.63,85.74,14.26,92.58,7.42,Kırıkkale,1463,Keskin
2018,99.6,0.4,95.58,4.42,97.56,2.44,Kırıkkale,1469,Merkez
2018,98.13,1.87,85.33,14.67,92.11,7.89,Kırıkkale,1638,Sulakyurt
2018,99.74,0.26,98.12,1.88,98.91,1.09,Kırıkkale,1992,Yahşihan
2018,99.26,0.74,96.46,3.54,97.91,2.09,Kırklareli,1163,Babaeski
2018,98.93,1.07,94.01,5.99,96.73,3.27,Kırklareli,1270,Demirköy
2018,98.14,1.86,92.21,7.79,95.29,4.71,Kırklareli,1480,Kofçaz
2018,99.59,0.41,97.62,2.38,98.62,1.38,Kırklareli,1505,Lüleburgaz
2018,99.3,0.7,97.15,2.85,98.26,1.74,Kırklareli,1471,Merkez
2018,98.49,1.51,92.11,7.89,95.32,4.68,Kırklareli,1572,Pehlivanköy
2018,99.19,0.81,95.22,4.78,97.33,2.67,Kırklareli,1577,Pınarhisar
2018,98.89,1.11,95.83,4.17,97.39,2.61,Kırklareli,1714,Vize
2018,97.05,2.95,82.62,17.38,89.81,10.19,Kırşehir,1869,Akçakent
2018,99.12,0.88,88.64,11.36,93.87,6.13,Kırşehir,1754,Akpınar
2018,99.62,0.38,89.06,10.94,94.41,5.59,Kırşehir,1890,Boztepe
2018,98.77,1.23,92.69,7.31,95.62,4.38,Kırşehir,1254,Çiçekdağı
2018,99.11,0.89,91.42,8.58,95.26,4.74,Kırşehir,1429,Kaman
2018,99.38,0.62,95.48,4.52,97.41,2.59,Kırşehir,1472,Merkez
2018,99.5,0.5,96.3,3.7,97.88,2.12,Kırşehir,1529,Mucur
2018,99.59,0.41,96.71,3.29,98.16,1.84,Kocaeli,2058,Başiskele
2018,99.57,0.43,97.03,2.97,98.33,1.67,Kocaeli,2059,Çayırova
2018,99.48,0.52,96.14,3.86,97.83,2.17,Kocaeli,2060,Darıca
2018,99.41,0.59,96.37,3.63,97.89,2.11,Kocaeli,2030,Derince
2018,99.24,0.76,94.07,5.93,96.73,3.27,Kocaeli,2061,Dilovası
2018,99.53,0.47,96.88,3.12,98.23,1.77,Kocaeli,1338,Gebze
2018,99.67,0.33,97.8,2.2,98.75,1.25,Kocaeli,1355,Gölcük
2018,99.52,0.48,97.1,2.9,98.3,1.7,Kocaeli,2062,İzmit
2018,98.22,1.78,91.35,8.65,95.16,4.84,Kocaeli,1430,Kandıra
2018,99.41,0.59,96.55,3.45,97.97,2.03,Kocaeli,1440,Karamürsel
2018,99.51,0.49,96.21,3.79,97.89,2.11,Kocaeli,2063,Kartepe
2018,99.33,0.67,96.18,3.82,97.77,2.23,Kocaeli,1821,Körfez
2018,99.3,0.7,94.29,5.71,96.73,3.27,Konya,1868,Ahırlı
2018,98.68,1.32,93.76,6.24,96.18,3.82,Konya,1753,Akören
2018,99.24,0.76,94.71,5.29,96.91,3.09,Konya,1122,Akşehir
2018,99.7,0.3,96.06,3.94,97.89,2.11,Konya,1760,Altınekin
2018,99.06,0.94,95.54,4.46,97.28,2.72,Konya,1188,Beyşehir
2018,98.86,1.14,94.78,5.22,96.76,3.24,Konya,1207,Bozkır
2018,98.3,1.7,91.37,8.63,94.86,5.14,Konya,1902,Çeltik
2018,99.15,0.85,92.99,7.01,96.04,3.96,Konya,1222,Cihanbeyli
2018,99.27,0.73,96.45,3.55,97.86,2.14,Konya,1262,Çumra
2018,96.83,3.17,91.09,8.91,93.88,6.12,Konya,1907,Derbent
2018,97.0,3.0,87.85,12.15,92.44,7.56,Konya,1789,Derebucak
2018,98.49,1.51,92.8,7.2,95.53,4.47,Konya,1285,Doğanhisar
2018,98.65,1.35,93.29,6.71,95.99,4.01,Konya,1920,Emirgazi
2018,99.04,0.96,95.0,5.0,97.02,2.98,Konya,1312,Ereğli
2018,98.96,1.04,95.4,4.6,97.2,2.8,Konya,1933,Güneysınır
2018,98.72,1.28,94.48,5.52,96.59,3.41,Konya,1375,Hadim
2018,99.3,0.7,96.88,3.12,98.08,1.92,Konya,1937,Halkapınar
2018,98.97,1.03,93.45,6.55,96.12,3.88,Konya,1804,Hüyük
2018,99.04,0.96,92.95,7.05,95.94,4.06,Konya,1400,Ilgın
2018,99.32,0.68,95.47,4.53,97.41,2.59,Konya,1422,Kadınhanı
2018,99.24,0.76,95.32,4.68,97.3,2.7,Konya,1441,Karapınar
2018,99.51,0.49,96.64,3.36,98.08,1.92,Konya,1814,Karatay
2018,99.0,1.0,92.18,7.82,95.51,4.49,Konya,1491,Kulu
2018,99.62,0.38,97.38,2.62,98.48,1.52,Konya,1827,Meram
2018,99.62,0.38,96.37,3.63,97.98,2.02,Konya,1598,Sarayönü
2018,99.77,0.23,97.95,2.05,98.84,1.16,Konya,1839,Selçuklu
2018,99.28,0.72,96.19,3.81,97.74,2.26,Konya,1617,Seydişehir
2018,98.99,1.01,93.51,6.49,96.24,3.76,Konya,1848,Taşkent
2018,99.06,0.94,94.5,5.5,96.73,3.27,Konya,1990,Tuzlukçu
2018,99.25,0.75,93.01,6.99,96.07,3.93,Konya,1994,Yalıhüyük
2018,98.61,1.39,90.45,9.55,94.49,5.51,Konya,1735,Yunak
2018,99.28,0.72,97.55,2.45,98.42,1.58,Kütahya,1132,Altıntaş
2018,98.86,1.14,93.9,6.1,96.34,3.66,Kütahya,1764,Aslanapa
2018,99.1,0.9,90.3,9.7,94.53,5.47,Kütahya,1898,Çavdarhisar
2018,98.94,1.06,95.89,4.11,97.4,2.6,Kütahya,1288,Domaniç
2018,99.43,0.57,92.78,7.22,96.13,3.87,Kütahya,1790,Dumlupınar
2018,99.41,0.59,96.83,3.17,98.07,1.93,Kütahya,1304,Emet
2018,99.01,0.99,96.01,3.99,97.48,2.52,Kütahya,1339,Gediz
2018,98.76,1.24,95.9,4.1,97.29,2.71,Kütahya,1802,Hisarcık
2018,99.49,0.51,97.67,2.33,98.56,1.44,Kütahya,1500,Merkez
2018,98.16,1.84,93.33,6.67,95.68,4.32,Kütahya,1979,Pazarlar
2018,98.22,1.78,90.72,9.28,94.32,5.68,Kütahya,1843,Şaphane
2018,98.61,1.39,94.37,5.63,96.45,3.55,Kütahya,1625,Simav
2018,99.6,0.4,97.5,2.5,98.54,1.46,Kütahya,1671,Tavşanlı
2018,97.99,2.01,87.54,12.46,93.01,6.99,Malatya,1114,Akçadağ
2018,96.39,3.61,83.69,16.31,90.18,9.82,Malatya,1143,Arapgir
2018,95.6,4.4,77.17,22.83,86.54,13.46,Malatya,1148,Arguvan
2018,98.59,1.41,92.05,7.95,95.24,4.76,Malatya,1772,Battalgazi
2018,98.0,2.0,89.65,10.35,93.85,6.15,Malatya,1265,Darende
2018,97.55,2.45,86.59,13.41,92.16,7.84,Malatya,1286,Doğanşehir
2018,96.1,3.9,78.25,21.75,87.3,12.7,Malatya,1914,Doğanyol
2018,97.35,2.65,83.05,16.95,90.29,9.71,Malatya,1390,Hekimhan
2018,95.39,4.61,75.69,24.31,85.38,14.62,Malatya,1953,Kale
2018,96.67,3.33,83.54,16.46,90.15,9.85,Malatya,1969,Kuluncak
2018,91.75,8.25,67.14,32.86,79.14,20.86,Malatya,1582,Pütürge
2018,98.04,1.96,89.03,10.97,93.66,6.34,Malatya,1995,Yazıhan
2018,99.01,0.99,93.68,6.32,96.33,3.67,Malatya,1729,Yeşilyurt
2018,99.25,0.75,96.99,3.01,98.12,1.88,Manisa,1751,Ahmetli
2018,99.47,0.53,96.66,3.34,98.07,1.93,Manisa,1118,Akhisar
